branch_id,date,atm_withdrawals,otc_withdrawals,is_holiday,is_payday,cash_deposits,is_branch_open
B006,12/5/21,17197.12,10264.19,0,0,6898.02,1
B008,4/21/25,16136.35,13870.8,0,0,13649.12,1
B004,3/27/19,19148.94,20754.18,0,0,11144.42,1
B007,1/13/21,18102.29,14899.47,0,0,10205.7,1
B003,10/24/18,29629.18,17478.64,0,0,21692.32,1
B006,4/27/22,21008.5,15485.68,0,0,13977.54,1
B008,11/13/18,13236.43,13763.48,0,0,14771.34,1
B006,6/11/25,24634.08,14854.79,0,0,19677.5,1
B007,7/11/25,19158.41,15702.2,0,0,11983.48,1
B002,6/2/19,18749.68,15462.46,0,0,19151.47,1
B005,3/9/19,,,0,0,41332.93,1
B001,5/18/19,19825.71,20605.39,0,0,11876.36,1
B003,8/15/20,0,0,0,1,17903.16,0
B004,11/17/24,11488.79,13781.42,0,0,9296.01,1
B001,10/17/23,19507.81,15709.33,0,0,10791.28,1
B006,6/23/19,12756.45,12465.95,0,0,8124.62,1
B007,10/25/24,19952.75,14785.6,0,0,15378.48,1
B008,7/1/23,14359.89,12739.13,0,1,7440.06,
B004,1/10/19,20820,17757.45,0,0,10461.62,1
B004,2/12/20,21009.62,20343.36,0,0,15196.42,1
B008,3/8/20,15135.41,10341.35,0,0,11368.95,1
B008,6/13/20,10748.69,10835.97,0,0,9833.18,1
B002,5/24/25,22084.81,22919.36,0,0,12703.35,1
B001,10/27/23,25862.95,18149.76,0,0,18031.07,1
B003,11/6/20,37079.25,22116.01,0,0,24879.65,1
B004,3/13/19,28977.46,18554.63,0,0,22735.51,1
B008,11/28/19,0,0,1,0,1530.8,0
B003,10/25/21,24760.62,17502.7,0,0,18643.55,1
B006,3/13/24,21992.85,13795.15,0,0,12644.1,1
B005,2/16/21,25401.14,18421.44,0,0,17772.99,1
B003,1/6/24,23596.68,24097.56,0,0,24017.47,1
B004,11/1/23,21659.52,19330.23,0,1,11799.38,1
B005,11/23/22,20342.83,11797.25,0,0,10727.95,1
B001,2/12/23,14761.21,15353.21,0,0,9894.9,1
B002,4/20/24,23671.27,14792.43,0,0,17834.44,1
B004,4/24/22,13761.46,11113.86,0,0,11555.86,1
B001,8/23/19,33702.32,19035.53,0,0,27098.56,1
B008,9/12/23,18440.72,12097.69,0,0,17408.09,1
B007,6/8/25,11056.11,10752.58,0,0,6707.84,1
B001,1/6/21,27014.37,15054.21,0,0,16743.17,1
B005,5/28/24,19808.17,17628.06,0,0,9282.18,1
B002,5/3/22,,,0,0,16829.95,1
B008,1/21/19,0,0,1,0,2812.53,0
B007,10/7/18,16373.83,9281.04,0,0,7717.22,1
B007,5/17/19,19328.37,11831.46,0,0,12095.44,1
B007,9/2/20,13831.75,12682.29,0,0,9395.12,1
B007,1/2/24,16018.02,12691.85,0,0,11918.36,1
B006,4/13/24,14117.71,13872.77,0,0,16047.85,1
B006,12/5/23,22165.41,13202.46,0,0,11476.34,1
B008,9/30/19,18645.66,15037.17,0,0,12375,1
B004,11/1/18,25253.94,22287.72,0,1,20007.58,1
B004,4/25/21,12100.69,7911.65,0,0,8059.47,1
B003,8/3/25,21643.69,14933.25,0,0,16191.2,1
B003,2/2/25,20113.81,19575.68,0,0,18668.21,1
B007,2/14/19,18403.6,14647.94,0,0,14247.24,1
B007,10/17/21,11795.3,12072.04,0,0,11100.75,1
B007,10/7/19,14478.69,17134.77,0,0,15576.13,1
B008,12/30/20,,,0,0,12170.06,1
B006,3/14/25,21712.88,11533.86,0,0,14011.97,1
B006,12/14/20,16630.83,12909.34,0,0,11313.79,1
B007,3/30/25,13949,10976.57,0,0,14086.25,1
B006,1/13/21,22989.43,12414.46,0,0,18703.65,1
B007,6/29/19,11204.59,10420.43,0,0,10751.58,1
B003,6/14/20,23289.03,16558.42,0,0,20971.29,1
B004,2/9/23,19218.91,15357.65,0,0,10850.24,1
B007,1/29/24,17160.03,16839.19,0,0,17575.71,1
B001,5/20/19,25419.84,19606.58,0,0,24688.41,1
B006,4/7/25,16976.08,18776.08,0,0,14022.21,1
B006,10/8/19,24558.31,13487.78,0,0,13618.13,1
B007,4/13/25,12550.06,7969.96,0,0,5580.41,1
B004,7/25/22,26441.97,17690.5,0,0,12633,1
B004,8/13/21,23309.08,20537.01,0,0,13338.32,1
B005,3/8/21,23901.59,13129.95,0,0,14845.92,1
B006,9/22/20,15385.9,15230.51,0,0,9300.77,1
B007,3/28/22,16613.09,15790.35,0,0,15058.6,1
B003,12/5/18,30872.9,19142.57,0,0,26124.85,1
B003,2/11/24,16538.13,17452.62,0,0,9708.87,1
B003,7/12/21,27966.25,26587.6,0,0,28771.98,1
B008,5/26/22,13505.41,15041.86,0,0,12574.29,1
B002,11/13/24,32496.48,20744.39,0,0,23581.17,1
B005,1/3/22,20747.89,15800.45,0,0,18057.24,1
B007,11/25/21,0,0,1,0,6211.96,0
B004,5/24/24,18961.4,20880.5,0,0,14485.69,1
B001,1/2/20,22363.84,26969.36,0,0,22162.2,1
B002,3/18/19,29060.1,22646.83,0,0,25545.12,1
B007,1/27/25,13690.83,14569.86,0,0,8768.2,1
B008,5/10/25,12420.08,10968.27,0,0,9195.59,1
B008,11/17/19,14808.09,13517.2,0,0,12944.24,1
B003,3/8/20,17116.69,13340.4,0,0,10915.61,1
B007,7/10/24,19611.2,11646.75,0,0,17458.36,1
B007,6/7/20,9547.29,11335.25,0,0,9007.76,1
B006,3/22/22,17160.52,10739.86,0,0,12185.53,1
B006,6/24/19,16213.28,18182.54,0,0,10694.11,1
B007,8/19/19,17184.55,16944.05,0,0,17585.88,1
B008,4/6/21,18408.25,15629.17,0,0,17929.96,1
B005,7/21/24,11671.84,11564.95,0,0,9642.06,1
B005,4/12/22,26090.46,14132.63,0,0,13097.99,1
B006,6/16/21,18993.58,21842.59,0,0,10970.81,1
B008,10/29/24,13733.94,15797.75,0,0,13443.46,1
B008,11/30/23,21265.25,13930.78,0,0,10625.25,1
B001,8/21/21,27994.57,16439.21,0,0,12488.91,1
B003,6/13/20,22941.78,13527.07,0,0,10512.56,1
B003,8/27/22,,,0,0,21516.18,1
B003,7/28/20,22268.48,16082.81,0,0,10942.83,1
B003,3/21/19,34241.67,18578.53,0,0,22410.95,1
B007,11/27/21,13917.19,8232.17,0,0,9343.84,1
B006,11/8/20,12060.37,13311.91,0,0,10114.43,1
B001,8/8/23,25217.66,15250.56,0,0,17699.67,1
B004,5/30/25,25552.13,27803.62,0,0,23108.98,1
B002,11/4/22,36812.83,22432.98,0,0,16082.36,1
B008,3/13/19,15357.34,16126.14,0,0,11617.41,1
B007,4/19/25,15258.53,10027.17,0,0,11180.66,1
B001,6/6/22,25268.21,19357.12,0,0,15680.97,1
B001,2/25/19,22933.11,18071.75,0,0,15901.86,1
B005,9/22/22,15670.6,17826.97,0,0,15865.4,1
B001,3/4/20,21482.23,20060.14,0,0,11241.85,1
B004,7/6/22,19374.53,15858.58,0,0,17884.81,1
B008,11/26/18,17671.21,11710.99,0,0,10705.4,1
B008,12/31/22,13313.19,15211.51,0,0,13213.64,1
B006,9/22/24,16031.43,12491.63,0,0,12041.73,1
B002,8/25/21,,,0,0,13333.21,1
B003,7/21/23,37354.81,20817.62,0,0,31393.43,1
B003,8/18/20,33160.58,23765.74,0,0,16693.86,1
B001,11/10/22,33464,19016.71,0,0,29211.2,1
B002,11/17/19,20145.69,22393.55,0,0,22452.53,1
B006,1/20/25,0,0,1,0,8691.81,0
B004,2/10/20,19054.9,17086.08,0,0,14663.39,1
B005,6/9/22,23121.8,13320.16,0,0,11711.33,1
B007,10/31/22,15628.9,18050.32,0,0,8084.02,1
B001,9/6/20,16695.14,12751.73,0,0,12691.04,1
B005,3/29/21,21771.39,19315.29,0,0,13600.07,1
B001,6/7/25,19545.29,15964.31,0,0,16708.25,1
B003,6/15/25,26407.69,17906.65,0,1,16535.11,1
B006,3/5/22,13243.89,11058.07,0,0,9510.88,1
B005,4/23/19,17302.93,19242.93,0,0,13957.94,1
B005,12/25/20,0,0,1,0,5952.79,0
B003,3/23/19,17835.93,20205.24,0,0,9453.53,1
B007,3/16/21,19497.7,14447.4,0,0,13423.98,1
B004,1/30/24,26020.29,22614.46,0,0,24742.76,1
B002,4/13/25,17449.31,14573.19,0,0,8129.49,1
B002,11/12/24,,,0,0,26435.27,1
B001,2/6/21,19078.07,15378.41,0,0,17917.99,1
B006,3/11/24,20939.33,13742.1,0,0,12210.46,1
B002,1/12/24,34613.42,31803.24,0,0,18683.82,1
B006,11/18/19,15767.35,18048.46,0,0,14270.14,1
B006,8/8/23,16752.48,18774.36,0,0,7835.93,1
B007,2/18/21,19107.12,12050.95,0,0,15799.27,1
B006,7/24/22,12915.44,9937.04,0,0,10745.7,1
B007,12/13/24,18210.15,19688.32,0,0,11119.52,1
B003,10/7/24,20186.58,19809.89,0,0,11885.51,1
B005,3/27/19,25088.74,15946.89,0,0,18947.65,1
B005,4/22/25,25029.65,14127.74,0,0,13224.62,1
B006,6/17/25,15784.77,16849.1,0,0,13902.89,1
B006,11/11/23,6517.61,4187.36,1,0,3585.55,1
B003,7/28/21,25899.08,24173.59,0,0,24161.18,1
B005,3/30/22,23310.23,17926.19,0,0,15953.1,1
B005,2/25/24,15658.64,10534.71,0,0,6264.79,1
B007,1/19/21,21100.88,16281.01,0,0,13557.1,1
B005,11/16/18,30473,19110.05,0,0,16796.89,1
B007,12/31/24,21977.37,12806.64,0,0,12782.59,1
B003,1/16/21,16677.54,16510.25,0,0,8745.19,1
B003,11/28/23,28532.13,28106.41,0,0,21962.75,1
B004,11/22/22,17416.21,16700.47,0,0,10981.09,1
B004,7/1/20,22258.65,17834.69,0,1,13562.91,1
B002,3/12/23,24696.03,21562.88,0,0,17911.12,1
B005,2/20/25,20810.95,16489.34,0,0,11762.17,1
B001,12/14/21,20492.84,21593.65,0,0,20804.64,1
B002,12/10/22,27106.32,18142.09,0,0,25910.89,1
B003,11/20/20,30961.59,25847.93,0,0,16764.99,1
B008,6/3/23,12617.47,11950.37,0,0,10371.9,1
B005,11/14/18,20785.01,17591.8,0,0,11176.08,1
B002,4/25/19,36314.84,27425.15,0,0,30046.47,1
B005,10/7/23,22029.52,14176.97,0,0,12880.46,1
B001,4/11/21,14576.22,14432.87,0,0,12379.31,1
B002,7/5/23,26956.01,23138.05,0,0,19909.37,1
B004,9/9/24,22799.25,18988.37,0,0,10447.95,1
B004,2/18/22,57211.12,38966.14,0,0,25404.05,1
B002,7/9/19,30968.26,17473.53,0,0,25156.32,1
B005,6/6/21,17831.14,13004.43,0,0,14702.53,1
B008,2/3/25,17322.22,12561.76,0,0,7951.13,1
B005,3/31/22,31481.16,16607.92,0,0,16319.25,1
B005,7/15/19,22176.74,20467.7,0,1,13413.43,1
B004,4/27/25,10811.09,13314.47,0,0,13999.57,1
B003,9/17/23,18521.53,18759.5,0,0,10980.22,1
B007,11/28/22,19445,12725.55,0,0,13333.86,1
B008,1/6/21,15675.02,14787.17,0,0,14460.72,1
B007,10/27/24,14767.76,12429.2,0,0,12187.95,1
B008,1/30/24,16859.38,17151.88,0,0,16996.4,1
B005,12/2/22,,,0,0,17585.03,1
B003,3/14/21,16690.69,17053.77,0,0,16169.37,1
B008,2/16/19,11576.5,12168.36,0,0,10069.86,1
B008,9/4/19,18424.01,14347.22,0,0,10711.87,1
B005,2/10/23,27077.05,17877.41,0,0,13987.87,1
B005,6/18/19,23618.35,14136.18,0,0,9961.77,1
B007,12/8/24,11773.63,11152.82,0,0,8584.7,1
B006,6/22/23,26162.82,16102.95,0,0,19581.98,1
B007,12/6/24,19319.97,13495.99,0,0,15395.3,1
B003,11/13/21,20551.07,15949.49,0,0,10148.01,1
B007,1/16/22,9211.08,8492.15,0,0,9010.8,1
B006,4/23/21,27752.9,14674.52,0,0,19954.03,1
B005,8/19/24,25424.65,18783.48,0,0,10259.46,1
B001,6/14/21,22253.66,22588.65,0,0,15817.58,1
B006,4/21/21,18484.33,19609.22,0,0,13691.31,1
B002,8/6/19,33609.84,18149.43,0,0,15442.84,1
B008,1/31/24,22873.52,13493.53,0,0,14588.79,1
B002,1/16/22,17304.41,21479.8,0,0,19086.9,1
B003,5/27/21,28547.22,25091.54,0,0,23694.24,1
B006,10/17/24,19613.08,17469.14,0,0,16653.23,1
B004,4/23/22,15329.77,17624.93,0,0,16760.33,1
B004,10/2/21,16301.59,15511.23,0,0,15269.28,1
B003,8/30/23,31588.13,21191.54,0,0,14199.35,1
B008,3/11/22,17114.75,15174.16,0,0,14589.83,1
B007,10/28/19,23471.7,15468.86,0,0,21846.17,1
B002,6/23/25,29648.09,30646,0,0,22499,1
B003,12/2/19,28344.15,19181.39,0,0,15216.89,1
B001,1/12/20,14885.35,9287.27,0,0,11615.12,1
B006,7/17/22,11136.91,10929.38,0,0,8266.46,1
B002,10/22/23,17986.44,18078.3,0,0,16164.8,1
B004,7/9/24,21211.45,17661.56,0,0,13531.42,1
B004,2/9/22,24268.77,15082.74,0,0,12569.08,1
B004,4/26/20,17079.92,11987.02,0,0,7639.73,1
B002,12/30/19,30486.8,19066.88,0,0,18920.09,1
B003,11/2/24,26543.56,18099.81,0,0,21314.61,1
B003,3/11/20,,,0,0,14150.17,1
B006,12/31/20,22204.97,26256.86,0,0,17574.35,1
B004,4/23/20,21469.25,16152.61,0,0,12340.53,1
B004,9/9/21,23635.5,17859.57,0,0,19821.76,1
B002,7/31/22,22924.18,20001.27,0,0,11620.88,1
B008,11/9/21,16681.96,14198.83,0,0,15272.61,1
B007,10/27/20,16885.05,15771.63,0,0,11915.68,1
B008,7/21/20,14831.18,13398.85,0,0,10436.61,1
B004,5/13/22,26019.6,18609.24,0,0,20760.13,1
B006,7/20/20,14346.08,10514.25,0,0,14578.95,1
B002,9/30/19,29298.43,29847.81,0,0,20904.69,1
B005,3/5/21,20586.39,21734.46,0,0,14860.94,1
B003,5/17/25,28444.24,17234.9,0,0,22529.8,1
B004,12/28/23,19707.02,22608.18,0,0,11273.3,1
B008,1/2/22,10031.97,6709.34,0,0,7639.39,1
B004,9/24/22,22362.67,12284.77,0,0,11261.94,1
B004,5/18/19,20827.88,13111.87,0,0,17637.04,1
B003,12/17/23,15973.4,16728.91,0,0,9524.96,1
B002,9/15/24,24675.76,19950.62,0,1,13895.13,1
B002,6/7/19,30627.5,29842.67,0,0,22800.34,1
B004,10/15/21,21275.51,19489.49,0,1,10770.3,1
B006,11/30/22,27945.78,18098.08,0,0,11967.4,1
B007,2/17/22,16446.86,16877.85,0,0,10160.9,1
B007,5/27/24,7205.76,4279.78,1,0,6860.32,1
B006,1/13/24,15538.76,10599.94,0,0,8927.52,1
B001,8/12/21,29576.4,14714.35,0,0,18188.11,1
B008,7/19/23,14299.77,16207.86,0,0,15673.84,1
B008,6/13/23,14497.18,9389.32,0,0,11784.85,1
B007,11/9/24,17208.31,10899.46,0,0,11925.51,1
B005,8/19/19,21168.35,14363.61,0,0,12746.77,1
B001,12/29/18,23157.11,12927.13,0,0,17134.23,1
B005,12/12/20,14440.99,16252.14,0,0,10301.23,1
B001,11/22/20,15805.63,12931.45,0,0,7393.88,1
B003,12/11/24,23809.69,25487.78,0,0,16689.46,1
B002,5/18/19,31143.39,20177.93,0,0,25295.16,1
B006,7/9/22,31015.72,27374.07,0,0,29342.98,1
B002,2/12/22,25122.9,16165.87,0,0,19140.49,1
B006,12/6/24,14631.64,10828.58,0,0,7259.34,1
B005,9/3/24,27186.44,14413.32,0,0,22525.06,1
B008,2/21/23,18298.89,10954.23,0,0,11003.95,1
B006,7/10/23,22013.13,14632.36,0,0,13662.76,1
B008,1/7/19,14661.93,13539.26,0,0,13912.88,1
B007,11/15/22,18637.93,17463.72,0,1,9504.48,1
B004,1/7/19,18346.89,22573.01,0,0,17237.82,1
B001,5/3/25,20020.19,13908.01,0,0,17331.52,1
B001,8/5/21,27945.64,15574.94,0,0,13588.28,1
B008,5/14/24,16345.02,18351.13,0,0,12461.83,1
B003,11/9/23,34091.43,18382,0,0,15891.34,1
B006,11/18/24,19571.06,16401.94,0,0,15412.69,1
B005,10/30/21,17630.39,15559,0,0,16038.9,1
B008,7/25/19,14781.27,14089.44,0,0,16073.04,1
B003,4/8/22,25836.86,28113.45,0,0,22749.44,1
B005,1/3/24,27233.55,14753.5,0,0,20174.04,1
B002,9/3/23,19675.86,18533.39,0,0,17199.42,1
